id,text,StatementPositive,StatementNegative,Sycophancy,Criticism,Duty,Self-deprecation,Sacrifice,Threat,PoliteFormula,ChainReasoning,Transposition,Analogy,Information,MotivationPositive,MotivationNegative,SupernaturalPositive,SupernaturalNegative,HistoryPositive,HistoryNegative,HistoryOutcomePositive,HistoryOutcomeNegative,HistoricalExamplesPositive,HistoricalExamplesNegative,HistoricalExamplesOutcomePositive,HistoricalExamplesOutcomeNegative,Tradition,Morality,Hearsay,Proverb,Remark,Model,Book_Shi,Book_Shu,Book_Li,Book_Yi,Book_Chunqiu,Book_Lunyu,Book_Laozi,Book_Zhuangzi,Book_Fojing,Book_Uncertain,Book_History,Book_Bing,Book_Others,authoritative text,book,time_period,book_time,jian_time,num_char,outcome,ritual,law,administration,culture,personnel,military,diplomacy,economy,royal family,personal conduct,relationship,overstep authority,other,advice direction,advice taken,advice correct,persuader outcome,persuadee persuader relationship,persuader identity,persuadee identity,advice correct outcome evidence,notes,,
42,法使天下公得顾租铸铜锡为钱，敢杂以铅铁为它巧者，其罪黥。然铸钱之情，非淆杂为巧，则不可得赢；而淆之甚微，为利甚厚。夫事有召祸而法有起奸，今令细民人操造币之势，各隐屏而铸作，因欲禁其厚利微奸，虽黥罪日报，其势不止。乃者，民人抵罪，多者一县百数，及吏之所疑，榜笞奔走者甚众。夫县法以诱民，使入陷阱，孰积于此！曩禁铸钱，死罪积下；今公铸钱，黥罪积下。为法若此，上何赖焉？又民用钱，郡县不同：或用钱轻，百加若干；或用重钱，平称不受。法钱不立，吏急而壹之宓，则大为烦苛，而力不能胜；纵而弗呵宓，则市肆异用，钱文大乱。苟非其术，何乡而可哉！今农事弃捐而采铜者日蕃，释其耒耨，冶熔炊炭，奸钱日多，五谷不为多。善人怵而为奸邪，愿民陷而之刑戮，刑戮将甚不详，奈何而忽！国知患此，吏议必曰禁之。禁之不得其术，其伤必大。令禁铸钱，则钱必重；重则其利深，盗铸如云而起，弃市之罪又不足以禁矣。奸数不胜而法禁数溃，铜使之然也。故铜布于天下，其为祸博矣。今博祸可除，而七福可致也。何谓七福？上收铜勿令布，则民不铸钱，黥罪不积，一矣。伪钱不蕃，民不相疑，二矣。采铜铸作者反于耕田，三矣。铜毕归于上，上挟铜积以御轻重，钱轻则以术敛之，重则以术散之，货物必平，四矣。以作兵器，以假贵臣，多少有制，用别贵践，五矣。以临万货，以调盈虚，以收奇羡，则官富实而末民困，六矣。制吾弃财，以与匈奴逐争其民，其敌必怀，七矣。故善为天下者，因祸而为福，转败而为功。今久退七福而行博祸，臣诚伤之。,0,1,0,2,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,621,-1,,1,,,,,,1,,,,,,0,0,1,unclear,king-minister,贾谊,汉文帝,,,,
43,愿明主时忘车马之好，斥远方士之虚语，游心帝王之术，太平庶几可兴也。,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,33,,,,,,,,,,,1,,,,0,1,NA,unclear,king-minister,京兆尹张敞,汉宣帝,,,,
44,谗人以君徼幸，不可。,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-495.5,10,1,,,,,,1,,,,,,,,0,0,1,unclear,king-minister,子家驹,鲁昭公,昭公遂代季氏，为所败，出奔齐。,,,
45,不可。长民者不崇薮，不堕山，不防川，不窦泽。今吾执政毋乃有所辟，而滑夫二川之神，使至于争明，以防王宫室，王而饰之，毋乃不可乎！惧及子孙，王室愈卑。,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-495.5,73,1,,,,,,,,1,,,,,,0,0,1,unclear,king-minister,有司,周灵王,后数年有黑如日者五。是岁蚤霜，灵王崩。,,,
46,天久阴而不雨，臣下有谋上者，陛下欲何之？,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,20,,,,,,1,,,,,,,,,0,0,1,demoted/prisoned,king-minister,光禄大夫夏侯胜,刘贺,贺怒，缚胜以属吏……后数日，卒共废贺，此常阴之明效也,,,
47,战胜而将骄卒惰者败。今少惰矣，秦兵日益，臣为君畏之。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,26,-1,,,,,,1,,,,,,,,0,0,1,demoted/prisoned,general-inferior,宋义,项梁,,梁不听。乃使宋义于齐。,,
48,秦未亡，今又诛武臣等家，此生一秦也。不如因而贺之，使急引兵西击秦。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,33,1,,,,,1,1,,,,,,,,0,1,0,unclear,king-minister,相国房君,陈王,,,,
49,诸侯地不能为汉十二，为叛逆以忧太后，非计也。今承一帝，尚云不易，假令事成，两主分争，患乃益生。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,47,-1,,,,,,1,,,,,,,,0,0,1,unclear,king-minister,胶西群臣,胶西王,,,,
50,王以反为名，此兵难以藉人，人亦且反王，柰何？且擅兵而别，多它利害，徒自损耳。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,38,1,,,,,,1,,,,,,,,0,1,NA,unclear,king-prince,吴王太子,吴王,,,,
51,前吾丘寿王死，陛下至今恨之；今杀宽，后将复大恨矣！,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,25,1,,,,,1,,,,,,,,,0,1,1,unclear,king-minister,按道侯韩说,汉武帝,上感其言，遂贳宽，复用之，位至御史大夫，御史大夫未有及宽者也。……有过之臣，无负国家，有益天下，此四臣者，足以观矣。,,,
52,臣前幸得以骨肉备九卿，奉法不谨，乃复蒙恩。窃见灾异并起，天地失常，徵表为国。欲终不言，念忠臣虽在甽亩，犹不忘君，惓惓之义也。况重以骨肉之亲，又加以旧恩未报乎！欲竭愚诚，又恐越职，然惟二恩未报，忠臣之义，一杼愚意，退就农亩，死无所恨。臣闻舜命九官，济济相让，和之至也。众贤和于朝，则万物和于野。故箫韶九成，而凤皇来仪；击石拊石，百兽率舞。四海之内，靡不和宁。及至周文，开基西郊，杂遝众贤，罔不肃和，崇推让之风，以销分争之讼。文王既没，周公思慕，歌咏文王之德，其《诗》曰：“于穆清庙，肃雍显相；济济多士，秉文之德。”当此之时，武王、周公继政，朝臣和于内，万国驩于外，故尽得其驩心，以事其先祖。其《诗》曰：“有来雍雍，至止肃肃，相维辟公，天子穆穆。”言四方皆以和来也。诸侯和于下，天应报于上，故周颂曰“降福穰穰”，又曰“饴我厘麰”。厘麰，麦也，始自天降。此皆以和致和，获天助也。下至幽、厉之际，朝廷不和，转相非怨，诗人疾而忧之曰：“民之无良，相怨一方。”众小在位而从邪议，歙歙相是而背君子，故其《诗》曰：“歙歙訿訿，亦孔之哀！谋之其臧，则具是违；谋之不臧，则具是依！”君子独处守正，不桡众枉，勉强以从王事则反见憎毒谗诉，故其《诗》曰：“密勿从事，不敢告劳，无罪无辜，谗口嗷嗷！”当是之时，日月薄蚀而无光，其《诗》曰：“朔日辛卯，日有蚀之，亦孔之丑！”又曰：“彼月而微，此日而微，今此下民，亦孔之哀！”又曰：“日月鞠凶，不用其行；四国无政，不用其良！”天变见于上，地变动于下，水泉沸腾，山谷易处。其《诗》曰：“百川沸腾，山冢卒崩，高岸为谷，深谷为陵。哀今之人，胡憯莫惩！”霜降失节，不以其时，其《诗》曰：“正月繁霜，我心忧伤；民之讹言，亦孔之将！”言民以是为非，甚众大也。此皆不和，贤不肖易位之所致也。自此之后，天下大乱，篡杀殃祸并作，厉王奔彘，幽王见杀。至乎平王末年，鲁隐之始即位也，周大夫祭伯乖离不和，出奔于鲁，而春秋为讳，不言来奔，伤其祸殃自此始也。是后尹氏世卿而专恣，诸侯背畔而不朝，周室卑微。二百四十二年之间，日食三十六，地震五，山陵崩阤二，彗星三见，夜常星不见，夜中星陨如雨一，火灾十四。长狄入三国，五石陨坠，六鶂退飞，多麋，有蜮、蜚，鸲鹆来巢者，皆一见。昼冥晦。雨木冰。李梅冬实。七月霜降，草木不死。八月杀菽。大雨雹。雨雪雷霆失序相乘。水、旱、饥，蝝、螽、螟螽午并起。当是时，祸乱辄应，弑君三十六，亡国五十二，诸侯奔走，不得保其社稷者，不可胜数也。周室多祸：晋败其师于贸戎；伐其郊；郑伤桓王；戎执其使；卫侯朔召不往，齐逆命而助朔；五大夫争权，三君更立，莫能正理。遂至陵夷不能复兴。由此观之，和气致祥，乖气致异；祥多者其国安，异众者其国危，天地之常经，古今之通义也。今陛下开三代之业，招文学之士，优游宽容，使得并进。今贤不肖浑淆，白黑不分，邪正杂糅，忠谗并进。章交公车，人满北军。朝臣舛午，胶戾乘剌，更相谗诉，转相是非。传授增加，文书纷纠，前后错缪，毁誉浑乱。所以营或耳目，感移心意，不可胜载。分曹为党，往往群朋，将同心以陷正臣。正臣进者，治之表也；正臣陷者，乱之机也。乘治乱之机，未知孰任，而灾异数见，此臣所以寒心者也。夫乘权藉势之人，子弟鳞集于朝，羽翼阴附者众，辐凑于前，毁誉将必用，以终乖离之咎。是以日月无光，雪霜夏陨，海水沸出，陵谷易处，列星失行，皆怨气之所致也。夫遵衰周之轨迹，循诗人之所刺，而欲以成太平，致雅颂，犹却行而求及前人也。初元以来六年矣，案春秋六年之中，灾异未有稠如今者也。夫有春秋之异，无孔子之救，犹不能解纷，况甚于春秋乎？原其所以然者，谗邪并进也。谗邪之所以并进者，由上多疑心，既已用贤人而行善政，如或谮之，则贤人退而善政还。夫执狐疑之心者，来谗贼之口；持不断之意者，开群枉之门。谗邪进则众贤退，群枉盛则正士消。故易有否泰。小人道长，君子道消，君子道消，则政日乱，故为否。否者，闭而乱也。君子道长，小人道消，小人道消，则政日治，故为泰。泰者，通而治也。《诗》又云“雨雪麃麃，见晛聿消”，与易同义。昔者鲧、共工、驩兜与舜、禹杂处尧朝，周公与管、蔡并居周位，当是时，迭进相毁，流言相谤，岂可胜道哉！帝尧、成王能贤舜、禹、周公而消共工、管、蔡，故以大治，荣华至今。孔子与季、孟偕仕于鲁，李斯与叔孙俱宦于秦，定公、始皇贤季、孟、李斯而消孔子、叔孙，故以大乱，污辱至今。故治乱荣辱之端，在所信任；信任既贤，在于坚固而不移。《诗》云“我心匪石，不可转也”。言守善笃也。《易》曰“涣汗其大号”。言号令如汗，汗出而不反者也。今出善令，未能逾时而反，是反汗也；用贤未能三旬而退，是转石也。《论语》曰：“见不善如探汤。”今二府奏佞谄不当在位，历年而不去。故出令则如反汗，用贤则如转石，去佞则如拔山，如此望阴阳之调，不亦难乎！是以群小窥见间隙，缘饰文字，巧言丑诋，流言飞文，哗于民间。故《诗》云：“忧心悄悄，愠于群小。”小人成群，诚足愠也。昔孔子与颜渊、子贡更相称誉，不为朋党；禹、稷与皋陶传相汲引，不为比周。何则？忠于为国，无邪心也。故贤人在上位，则引其类而聚之于朝，《易》曰“飞龙在天，大人聚也”；在下位，则思与其类俱进，《易》曰“拔茅茹以其汇，征吉”。在上则引其类，在下则推其类，故汤用伊尹，不仁者远，而众贤至，类相致也。今佞邪与贤臣并在交戟之内，合党共谋，违善依恶，歙歙訿訿，数设危险之言，欲以倾移主上。如忽然用之，此天地之所以先戒，灾异之所以重至者也。自古明圣，未有无诛而治者也，故舜有四放之罚，而孔子有两观之诛，然后圣化可得而行也。今以陛下明知，诚深思天地之心，迹察两观之诛，览否泰之卦，观雨雪之诗，历周、唐之所进以为法，原秦、鲁之所消以为戒，考祥应之福，省灾异之祸，以揆当世之变，放远佞邪之党，坏散险诐之聚，杜闭群枉之门，广开众正之路，决断狐疑，分别犹豫，使是非炳然可知，则百异消灭，而众祥并至，太平之基，万世之利也。臣幸得托肺附，诚见阴阳不调，不敢不通所闻。窃推春秋灾异，以效今事一二，条其所以，不宜宣泄。臣谨重封昧死上。,1,0,2,5,2,2,1,0,0,0,0,3,0,1,0,0,5,0,0,5,2,0,0,10,4,0,0,2,0,0,0,14,0,0,4,0,1,0,0,0,0,0,0,0,19,han,han,-97,-97,2473,,,,,,1,,,,,,,,,10,0,1,unclear,king-minister,刘向,汉元帝,恭、显见其书，愈与许、史比而怨更生等。……显等专权日甚。……更生伤之，乃著《疾谗》、《擿要》、《救危》及《世颂》，凡八篇，依兴古事，悼己及同类也。遂废十余年。,,,
53,臣闻易曰：“安不忘危，存不忘亡，是以身安而国家可保也。”故贤圣之君，博观终始，穷极事情，而是非分明。王者必通三统，明天命所授者博，非独一姓也。孔子论诗，至于“殷士肤敏，祼将于京”，喟然叹曰：“大哉天命！善不可不传于子孙，是以富贵无常；不如是，则王公其何以戒慎，民萌何以劝勉？”盖伤微子之事周，而痛殷之亡也。虽有尧舜之圣，不能化丹朱之子；虽有禹汤之德，不能训末孙之桀纣。自古及今，未有不亡之国也。昔高皇帝既灭秦，将都雒阳，感寤刘敬之言，自以德不及周，而贤于秦，遂徙都关中，依周之德，因秦之阻。世之长短，以德为效，故常战栗，不敢讳亡。孔子所谓“富贵无常”，盖谓此也。孝文皇帝居霸陵，北临厕，意凄怆悲怀，顾谓群臣曰：“嗟乎！以北山石为椁，用紵絮斮陈漆其间，岂可动哉！”张释之进曰：“使其中有可欲，虽锢南山犹有隙；使其中无可欲，虽无石椁，又何戚焉？”夫死者无终极，而国家有废兴，故释之之言，为无穷计也。孝文寤焉，遂薄葬，不起山坟。《易》曰：“古之葬者，厚衣之以薪，臧之中野，不封不树。后世圣人易之以棺椁。”棺椁之作，自黄帝始。黄帝葬于桥山，尧葬济阴，丘垄皆小，葬具甚微。舜葬苍梧，二妃不从。禹葬会稽，不改其列。殷汤无葬处。文、武、周公葬于毕，秦穆公葬于雍橐泉宫祈年馆下，樗里子葬于武库，皆无丘陇之处。此圣帝明王贤君智士远览独虑无穷之计也。其贤臣孝子亦承命顺意而薄葬之，此诚奉安君父，忠孝之至也。夫周公，武王弟也，葬兄甚微。孔子葬母于防，称古墓而不坟，曰：“丘，东西南北之人也，不可不识也。”为四尺坟，遇雨而崩。弟子修之，以告孔子，孔子流涕曰：“吾闻之，古不修墓。”盖非之也。延陵季子适齐而反，其子死，葬于嬴、博之间，穿不及泉，敛以时服，封坟掩坎，其高可隐，而号曰：“骨肉归复于土，命也，魂气则无不之也。”夫嬴、博去吴千有馀里，季子不归葬。孔子往观曰：“延陵季子于礼合矣。”故仲尼孝子，而延陵慈父，舜禹忠臣，周公弟弟，其葬君亲骨肉，皆微薄矣；非苟为俭，诚便于体也。宋桓司马为石椁，仲尼曰“不如速朽。”秦相吕不韦集知略之士而造春秋，亦言薄葬之义，皆明于事情者也。逮至吴王阖闾，违礼厚葬，十有馀年，越人发之。及秦惠文、武、昭、严襄五王，皆大作丘陇，多其瘗臧，咸尽发掘暴露，甚足悲也。秦始皇帝葬于骊山之阿，下锢三泉，上崇山坟，其高五十馀丈，周回五里有馀；石椁为游馆，人膏为灯烛，水银为江海，黄金为凫雁。珍宝之臧，机械之变，棺椁之丽，宫馆之盛，不可胜原。又多杀宫人，生薶工匠，计以万数。天下苦其役而反之，骊山之作未成，而周章百万之师至其下矣。项籍燔其宫室营宇，往者咸见发掘。其后牧儿亡羊，羊入其凿，牧者持火照求羊，失火烧其臧椁。自古至今，葬未有盛如始皇者也，数年之间，外被项籍之灾，内离牧竖之祸，岂不哀哉！是故德弥厚者葬弥薄，知愈深者葬愈微。无德寡知，其葬愈厚，丘陇弥高，宫庙甚丽，发掘必速。由是观之，明暗之效，葬之吉凶，昭然可见矣。周德既衰而奢侈，宣王贤而中兴，更为俭宫室，小寝庙。诗人美之，斯干之诗是也，上章道宫室之如制，下章言子孙之众多也。及鲁严公刻饰宗庙，多筑台囿，后嗣再绝，春秋刺焉。周宣如彼而昌，鲁、秦如此而绝，是则奢俭之得失也。陛下即位，躬亲节俭，始营初陵，其制约小，天下莫不称贤明。及徙昌陵，增埤为高，积土为山，发民坟墓，积以万数，营起邑居，期日迫卒，功费大万百馀。死者恨于下，生者愁于上，怨气感动阴阳，因之以饥馑，物故流离以十万数，臣甚惛焉。以死者为有知，发人之墓，其害多矣；若其无知，又安用大？谋之贤知则不说，以示众庶则苦之；若苟以说愚夫淫侈之人，又何为哉！陛下慈仁笃美甚厚，聪明疏达盖世，宜弘汉家之德，崇刘氏之美，光昭五帝、三王，而顾与暴秦乱君竞为奢侈，比方丘陇，说愚夫之目，隆一时之观，违贤知之心，亡万世之安，臣窃为陛下羞之。唯陛下上览明圣黄帝、尧、舜、禹、汤、文、武、周公、仲尼之制，下观贤知穆公、延陵、樗里、张释之之意。孝文皇帝去坟薄葬，以俭安神，可以为则；秦昭、始皇增山厚臧，以侈生害，足以为戒。初陵之跻，宜从公卿大臣之议，以息众庶。,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,17,0,1,8,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,han,han,-97,-97,1673,-1,1,,,,,,,1,,,,,,0,0,1,unclear,king-minister,刘向,汉成帝,书奏，上甚感向言，而不能从其计。……数上疏言得失，陈法戒。书数十上，以助观览，补遗阙。上虽不能尽用，然内嘉其言，常嗟叹之。,,,
54,臣闻人君莫不欲安，然而常危，莫不欲存，然而常亡，失御臣之术也。夫大臣操权柄，持国政，未有不为害者也。昔晋有六卿，齐有田、崔，卫有孙、甯，鲁有季、孟，常掌国事，世执朝柄。终后田氏取齐；六卿分晋；崔杼弑其君光；孙林父、甯殖出其君衎，弑其君剽；季氏八佾舞于庭，三家者以雍彻，并专国政，卒逐昭公。周大夫尹氏管朝事，浊乱王室，子朝、子猛更立，连年乃定。故经曰“王室乱”，又曰“尹氏杀王子克”，甚之也。春秋举成败，录祸福，如此类甚众，皆阴盛而阳微，下失臣道之所致也。故书曰：“臣之有作威作福，害于而家，凶于而国。”孔子曰“禄去公室，政逮大夫”，危亡之兆。秦昭王舅穰侯及泾阳、叶阳君专国擅势，上假太后之威，三人者权重于昭王，家富于秦国，国甚危殆，赖寤范睢之言，而秦复存。二世委任赵高，专权自恣，壅蔽大臣，终有阎乐望夷之祸，秦遂以亡。近事不远，即汉所代也。汉兴，诸吕无道，擅相尊王。吕产、吕禄席太后之宠，据将相之位，兼南北军之众，拥梁、赵王之尊，骄盈无厌，欲危刘氏。赖忠正大臣绛侯、朱虚侯等竭诚尽节以诛灭之，然后刘氏复安。今王氏一姓乘朱轮华毂者二十三人，青紫貂蝉充盈幄内，鱼鳞左右。大将军秉事用权，五侯骄奢僭盛，并作威福，击断自恣，行污而寄治，身私而托公，依东宫之尊，假甥舅之亲，以为威重。尚书九卿州牧郡守皆出其门，管执枢机，朋党比周。称誉者登进，忤恨者诛伤；游谈者助之说，执政者为之言。排摈宗室，孤弱公族，其有智能者，尤非毁而不进。远绝宗室之任，不令得给事朝省，恐其与己分权；数称燕王、盖主以疑上心，避讳吕、霍而弗肯称。内有管、蔡之萌，外假周公之论，兄弟据重，宗族磐互。历上古至秦汉，外戚僭贵未有如王氏者也。虽周皇甫、秦穰侯、汉武安、吕、霍、上官之属，皆不及也。物盛必有非常之变先见，为其人微象。孝昭帝时，冠石立于泰山，仆柳起于上林。而孝宣帝即位，今王氏先祖坟墓在济南者，其梓柱生枝叶，扶疏上出屋，根艺地中，虽立石起柳，无以过此之明也。事势不两大，王氏与刘氏亦且不并立，如下有泰山之安，则上有累卵之危。陛下为人子孙，守持宗庙，而令国祚移于外亲，降为皂隶，纵不为身，奈宗庙何！妇人内夫家，外父母家，此亦非皇太后之福也。孝宣皇帝不与舅平昌、乐昌侯权，所以安全之也。夫明者起福于无形，销患于未然。宜发明诏，吐德音，援近宗室，亲而纳信，黜远外戚，毋授以政，皆罢令就弟，以则效先帝之所行，厚安外戚，全其宗族，诚东宫之意，外家之福也。王氏永存，保其爵禄，刘氏长安，不失社稷，所以褒睦外内之姓，子子孙孙无疆之计也。如不行此策，田氏复见于今，六卿必起于汉，为后嗣忧，昭昭甚明，不可不深图，不可不蚤虑。《易》曰：“君不密，则失臣；臣不密，则失身；几事不密，则害成。”唯陛下深留圣思，审固几密，览往事之戒，以折中取信，居万安之实，用保宗庙，久承皇太后，天下幸甚。,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,han,han,-97,-97,1164,,,,,,1,,,,,,,,,0,NA,NA,promoted/rewarded,king-minister,刘向,汉成帝,书奏，天子召见向，叹息悲伤其意，谓曰：“君且休矣，吾将思之。”以向为中垒校尉。,,,
55,昔者晋献公以骊姬故，废太子，立奚齐，晋国乱者数十年，为天下笑。秦以不早定扶苏，胡亥诈立，自使灭祀，此陛下所亲见。今太子仁孝，天下皆闻之；吕后与陛下共苦食啖，其可背哉！陛下必欲废适而立少，臣愿先伏诛，以颈血污地。,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,105,1,,,,,,,,,1,,,,,0,1,NA,unclear,king-minister,叔孙通,汉高祖,高帝曰：“吾听公。”及上置酒，见留侯所招客从太子入见，上遂无易太子志矣。,,,
56,上素骄淮南王，不为置严相傅，以故至此。且淮南王为人刚，今暴摧折之，臣恐其逢雾露病死，陛下有杀弟之名，奈何！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,53,,,,,,,,,,1,,,,,0,0,1,regret,king-minister,袁盎,汉文帝,上悲哭，谓爰盎曰：“吾不从公言，卒亡淮南王。”,,,
57,窃恐陛下接王淮南诸子，曾不与如臣者孰计之也。淮南王之悖逆亡道，天下孰不知其罪？陛下幸而赦迁之，自疾而死，天下孰以王死之不当？今奉尊罪人之子，适足以负谤于天下耳。此人少壮，岂能忘其父哉？白公胜所为父报仇者，大父与伯父、叔父也。白公为乱，非欲取国代主也，发愤快志，剡手以冲仇人之匈，固为俱靡而已。淮南虽小，黥布尝用之矣，汉存特幸耳。夫擅仇人足以危汉之资，于策不便。虽割而为四，四子一心也。予之众，积之财，此非有子胥、白公报于广都之中，即疑有剸诸、荆轲起于两柱之间，所谓假贼兵为虎翼者也。愿陛下少留计！,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,248,,,,,,,,,,1,,,,,0,NA,NA,unclear,king-minister,贾谊,汉文帝,,,,
58,诸侯太骄必生患，可适削地。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,13,-1,,,,,,,,,1,,,,,1,0,1,regret,king-minister,袁盎,汉文帝,,,,
59,下素骄之，弗稍禁，以至此，今又暴摧折之。淮南王为人刚，有如遇霜露行道死，陛下竟为以天下大弗能容，有杀弟名，柰何？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,56,-1,,,,,,,,,1,,,,,0,0,1,regret,king-minister,袁盎,汉文帝,,,,
60,臣闻得全者全昌，失全者全亡。舜无立锥之地，以有天下；禹无十户之聚，以王诸侯。汤、武之土不过百里，上不绝三光之明，下不伤百姓之心者，有王术也。故父子之道，天性也；忠臣不避重诛以直谏，则事无遗策，功流万世。臣乘愿披腹心而效愚忠，唯大王少加意念恻怛之心于臣乘言。夫以一缕之任系千钧之重，上县无极之高，下垂不测之渊，虽甚愚之人犹知哀其将绝也。马方骇鼓而惊之，系方绝又重镇之；系绝于天不可复结，队入深渊难以复出。其出不出，间不容发。能听忠臣之言，百举必脱。必若所欲为，危于絫卵，难于上天；变所欲为，易于反掌，安于太山。今欲极天命之寿，敝无穷之乐，究万乘之势，不出反掌之易，以居泰山之安，而欲乘絫卵之危，走上天之难，此愚臣之所以为大王惑也。人性有畏其景而恶其迹者，却背而走，迹愈多，景愈疾，不知就阴而止，景灭迹绝。欲人勿闻，莫若勿言；欲人勿知，莫若勿为。欲汤之凔，一人炊之，百人扬之，无益也，不如绝薪止火而已。不绝之于彼，而救之于此，譬犹抱薪而救火也。养由基，楚之善射者也，去杨叶百步，百发百中。杨叶之大，加百中焉，可谓善射矣。然其所止，乃百步之内耳，比于臣乘，未知操弓持矢也。福生有基，祸生有胎；纳其基，绝其胎，祸何自来？泰山之溜穿石，单极之镐断干。水非石之钻，索非木之锯，渐靡使之然也。夫铢铢而称之，至石必差；寸寸而度之，至丈必过。石称丈量，径而寡失。夫十围之木，始生如櫱，足可搔而绝，手可擢而拔，据其未生，先其未形也。磨砻底厉，不见其损，有时而尽；种树畜养，不见其益，有时而大；积德絫行，不知其善，有时而用；弃义背理，不知其恶，有时而亡。臣愿大王孰计而身行之，此百世不易之道也。,0,1,0,0,1,1,0,0,1,0,0,10,0,2,1,0,0,1,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,686,-1,,,,,,1,,,1,,,,,0,0,1,left/ran away,king-minister,枚乘,吴王濞,吴王不纳。乘等去而之梁，从孝王游。……景帝即位，御史大夫晃错为汉定制度，损削诸侯，吴王遂与六国谋反，举兵西乡，以诛错为名。汉闻之，斩错以谢诸侯。,“忠臣不避重诛以直谏”,,
61,灌将军得罪丞相，与太后家迕，宁可救邪？,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,han,han,-97,-97,19,,,,,,,,,,,,1,,,0,0,1,death,husband-wife,婴夫人,婴锐,乃有飞语为恶言闻上，故以十二月晦论弃市渭城。,,,
